Participant_ID,age,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade2,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,div3filler,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,worstgrade2,worstgrade3,worstgrade4,worstgrade5,year,Station,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
123,18,357,327.0,353,350,347,343,340,337,333.0,330.0,,,,,6.0,4.0,7.0,1.0,7.0,5.0,6.0,1.0,7.0,1.0,3,9.0,8.0,9.0,7.0,8.0,4,1,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,30,1.0,45,Biology,2.0,2.0,1.0,0.0,1.0,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,2.0,27,3.0,4.0,1.0,1.0,5.0,1.0,25,1.0,6.0,2.0,4.0,5.0,1.0,75,4.0,3.0,6.0,6.0,4.0,1.0,30,C,5.0,2.0,8.0,1,a,76.0,SR-II,10.0,7,b,Monday,4,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,123.9999925,26.0,29.0,20.0,23.0,25.0,24.0,21.0,22.0,,30.0,,,36.0,35.0,7.0,,6.0,16.0,17.0,18.0,15.0,19.0,33.0,,4.0,,3.0,5.0,28.0,27.0,37.0,34.0,32.0,0.0,31.0,14.0,11.0,13.0,12.0,8.0,,,,10.0,9.0,1.0,2.0,12.0,1.0,14.0,122.0,123.0,12.0,1.0,14,122.0,123.0,8,25,14,0,25,0.9607843140000001,0.9607843140000001,Pass,7.0,7.0,4.5,5.0,1.0,2.933333333,6.0,3.666666667,3.0,4.0,6.0,1.5,HighPower,,4.0,NoCredentials,Female,WorstGrade,1.0,1.0,0.0,1.0,1.0,4.0,+,AgenticFemale,Agentic,FemaleTarget,8.2,0.484126984,-1.0,0.0
126,18,357,330.0,354,351,348,345,342,339,336.0,333.0,B,1.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,2.0,5.0,4.0,5.0,3.0,,5.0,5.0,6.0,4.0,5.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2,1.0,4,Pre Nursing,1.0,-1.0,1.0,0.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,4,2.0,2.0,1.0,1.0,5.0,1.0,5,2.0,5.0,3.0,4.0,3.0,3.0,73,5.0,2.0,6.0,6.0,2.0,1.0,2,,,,,1,a,78.0,II-SR,20.0,7,c,Monday,5,n/a,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,16.00000123,26.0,30.0,9.0,13.0,14.0,11.0,12.0,10.0,16.0,34.0,,,36.0,35.0,18.0,,17.0,23.0,24.0,25.0,22.0,15.0,31.0,,20.0,,19.0,21.0,29.0,28.0,37.0,27.0,32.0,0.0,33.0,5.0,2.0,4.0,3.0,,,,6.0,8.0,7.0,1.0,,12.0,2.0,14.0,122.0,124.0,12.0,2.0,14,122.0,124.0,8,25,14,0,25,0.970588235,0.970588235,Pass,5.5,5.0,5.5,4.0,3.5,2.5333333330000003,4.5,2.666666667,2.0,2.0,5.0,2.75,HighPower,,1.0,NoCredentials,Female,BestGrade,0.0,1.0,1.0,1.0,1.0,4.0,+,CommunalMale,Communal,MaleTarget,5.0,-0.515873016,-1.0,0.0
127,13,357,330.0,354,351,348,345,342,339,336.0,333.0,A,10.0,1.0,1.0,6.0,1.0,6.0,1.0,7.0,5.0,6.0,2.0,7.0,1.0,"3,9,6,9,6,3,3,9",9.0,7.0,7.0,6.0,7.0,7,1,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,6,2.0,7,Biology,0.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,8,4.0,5.0,1.0,1.0,2.0,2.0,6,6.0,7.0,2.0,5.0,5.0,2.0,77,3.0,2.0,7.0,7.0,3.0,2.0,7,,,,,1,a,78.0,SR-II,10.0,3,a,Friday,5,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,162.99999350000002,25.0,34.0,19.0,22.0,21.0,23.0,20.0,24.0,26.0,27.0,,,36.0,35.0,14.0,,13.0,6.0,7.0,8.0,,9.0,30.0,5.0,11.0,10.0,,12.0,32.0,31.0,37.0,28.0,33.0,0.0,29.0,18.0,15.0,17.0,16.0,,2.0,,,4.0,3.0,1.0,,12.0,2.0,14.0,122.0,124.0,12.0,2.0,14,122.0,124.0,8,25,14,0,25,0.970588235,0.970588235,Pass,7.0,6.0,4.5,6.5,1.0,3.333333333,7.0,3.5,4.0,5.0,7.0,1.5,LowPower,5.0,,Credentials,Female,BestGrade,1.0,0.0,0.0,0.0,0.0,1.0,-,AgenticMale,Agentic,MaleTarget,7.2,0.317460317,-1.0,0.0
128,18,359,349.0,358,357,356,355,354,353,352.0,351.0,,,,,6.0,3.0,6.0,7.0,7.0,2.0,6.0,3.0,6.0,2.0,"3,9,6,9,6,3,3,9",6.0,5.0,7.0,5.0,6.0,6,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5,1.0,5,Nursing,-1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,5,5.0,5.0,1.0,1.0,2.0,2.0,5,1.0,5.0,3.0,3.0,2.0,2.0,80,3.0,4.0,7.0,7.0,6.0,2.0,5,80%,5.0,4.0,4.0,1,a,78.0,SR-II,20.0,7,a,Friday,4,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,239.99999390000002,20.0,32.0,21.0,25.0,24.0,23.0,26.0,22.0,,28.0,,,36.0,35.0,3.0,,2.0,15.0,16.0,17.0,14.0,18.0,31.0,,8.0,7.0,,9.0,27.0,29.0,37.0,34.0,33.0,0.0,30.0,13.0,10.0,12.0,11.0,,,,4.0,6.0,5.0,1.0,19.0,12.0,2.0,14.0,122.0,124.0,12.0,2.0,14,122.0,124.0,8,25,14,0,25,0.970588235,0.970588235,Pass,6.5,5.5,6.0,5.5,4.5,3.066666667,6.0,3.0,5.0,5.0,5.0,3.0,HighPower,2.0,,Credentials,Female,WorstGrade,1.0,1.0,1.0,0.0,0.0,3.0,+,CommunalMale,Communal,MaleTarget,5.8,-0.182539683,-1.0,1.0
130,18,357,330.0,354,351,348,345,342,339,336.0,333.0,,,,,6.0,2.0,6.0,3.0,6.0,6.0,6.0,1.0,6.0,3.0,"3,6,9,63,90,2268",8.0,6.0,8.0,9.0,8.0,1,2,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,15,2.0,,biology,0.0,2.0,2.0,1.0,1.0,,,,,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,2.0,20,3.0,4.0,1.0,1.0,5.0,2.0,,3.0,1.0,4.0,3.0,2.0,3.0,65-70,4.0,3.0,7.0,6.0,1.0,1.0,5,B,10.0,1.0,1.0,1,a,78.0,II-SR,20.0,7,b,Friday,5,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,239.9999932,2.0,34.0,21.0,23.0,26.0,22.0,24.0,25.0,,32.0,,,36.0,35.0,12.0,,11.0,4.0,5.0,6.0,3.0,20.0,30.0,,18.0,,17.0,19.0,28.0,27.0,37.0,31.0,33.0,0.0,29.0,16.0,13.0,15.0,14.0,,,7.0,,9.0,8.0,1.0,10.0,12.0,3.0,14.0,122.0,125.0,12.0,3.0,14,122.0,125.0,8,25,14,0,25,0.980392157,0.980392157,Pass,5.5,6.5,4.0,6.0,2.5,3.133333333,5.5,3.333333333,3.0,4.0,1.0,3.5,HighPower,,4.0,NoCredentials,Male,WorstGrade,0.0,0.0,0.0,0.0,1.0,1.0,-,CommunalFemale,Communal,FemaleTarget,7.8,0.150793651,-1.0,1.0
131,19,357,330.0,354,351,348,345,342,339,336.0,333.0,,,,,4.0,6.0,6.0,4.0,5.0,7.0,6.0,3.0,6.0,3.0,39696339,6.0,6.0,4.0,4.0,5.0,7,1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,3,2.0,3,Business Administration,0.0,3.0,3.0,2.0,3.0,,,,,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,2,5.0,4.0,1.0,1.0,3.0,2.0,7,5.0,3.0,2.0,4.0,4.0,3.0,78,4.0,4.0,5.0,6.0,4.0,2.0,9,B,7.0,1.0,5.0,2,a,78.0,SR-II,10.0,4,c,Friday,2,n/a,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.0000014,22.0,31.0,5.0,6.0,10.0,8.0,7.0,9.0,,28.0,,,36.0,35.0,17.0,16.0,,24.0,25.0,26.0,23.0,21.0,33.0,,3.0,,2.0,4.0,29.0,30.0,37.0,34.0,32.0,0.0,27.0,15.0,12.0,14.0,13.0,,,,18.0,20.0,19.0,1.0,11.0,12.0,3.0,14.0,122.0,125.0,12.0,3.0,14,122.0,125.0,8,25,14,0,25,0.980392157,0.980392157,Pass,5.0,5.5,2.5,4.0,3.0,2.8,5.5,3.5,5.0,4.0,3.0,2.25,HighPower,,3.0,NoCredentials,Female,WorstGrade,1.0,0.0,1.0,0.0,0.0,2.0,-,CommunalMale,Communal,MaleTarget,5.0,0.317460317,1.0,0.0
132,18,357,330.0,354,351,348,345,342,339,336.0,333.0,A,2.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,7.0,7.0,1.0,5.0,3.0,3966339,7.0,5.0,7.0,8.0,5.0,6,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2,1.0,,Nursing,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,,3.0,5.0,1.0,1.0,5.0,2.0,4,5.0,5.0,2.0,4.0,3.0,3.0,70,5.0,3.0,6.0,6.0,3.0,1.0,1,,,,,1,a,78.0,SR-II,20.0,6,c,Friday,4,n/a,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,74.00000158,19.0,34.0,13.0,15.0,17.0,16.0,14.0,18.0,26.0,32.0,,,36.0,35.0,8.0,,7.0,10.0,11.0,12.0,9.0,6.0,33.0,,21.0,20.0,,22.0,27.0,30.0,37.0,29.0,28.0,0.0,31.0,5.0,2.0,4.0,3.0,,23.0,,,25.0,24.0,1.0,,12.0,3.0,14.0,122.0,125.0,12.0,3.0,14,122.0,125.0,8,25,14,0,25,0.980392157,0.980392157,Pass,5.0,6.5,1.5,6.5,3.0,2.5333333330000003,5.0,3.666666667,3.0,5.0,5.0,2.5,HighPower,3.0,,Credentials,Female,BestGrade,1.0,1.0,0.0,0.0,1.0,3.0,+,AgenticMale,Agentic,MaleTarget,6.4,0.484126984,-1.0,0.0
136,18,357,330.0,354,351,348,345,342,339,336.0,333.0,A,1.0,1.0,1.0,6.0,5.0,6.0,4.0,7.0,5.0,6.0,2.0,5.0,5.0,"3,6,9",8.0,7.0,6.0,6.0,6.0,2,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,,1.0,6,Biology,0.0,3.0,1.0,1.0,1.0,,,,,,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4,2.0,3.0,1.0,1.0,4.0,1.0,,5.0,5.0,3.0,3.0,3.0,3.0,79,3.0,2.0,7.0,6.0,4.0,2.0,,,,,,1,a,78.0,SR-II,20.0,6,b,Friday,5,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.000002,26.0,30.0,2.0,3.0,7.0,4.0,6.0,5.0,8.0,28.0,,,36.0,35.0,14.0,,13.0,16.0,17.0,18.0,15.0,9.0,32.0,,11.0,,10.0,12.0,29.0,33.0,37.0,34.0,27.0,0.0,31.0,22.0,19.0,21.0,20.0,,,23.0,,25.0,24.0,1.0,,12.0,5.0,14.0,122.0,127.0,12.0,5.0,14,122.0,127.0,8,25,14,0,25,1.0,1.0,Pass,5.0,6.0,4.5,4.5,3.5,2.0,5.0,2.333333333,2.0,3.0,5.0,3.0,,,3.0,NoCredentials,Female,BestGrade,,1.0,1.0,1.0,0.0,,,CommunalFemale,Communal,FemaleTarget,6.6,-0.849206349,-1.0,0.0
137,18,,330.0,354,351,348,345,342,339,336.0,333.0,,,,,5.0,5.0,7.0,6.0,7.0,6.0,6.0,3.0,2.0,2.0,3906916339,5.0,6.0,5.0,4.0,6.0,4,1,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,13,1.0,9,Psychology,0.0,1.0,1.0,0.0,2.0,,,,,,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,20,3.0,3.0,1.0,1.0,5.0,2.0,30,2.0,5.0,2.0,4.0,4.0,2.0,74,3.0,3.0,7.0,6.0,4.0,2.0,,76%,6.0,2.0,3.0,1,a,77.0,II-SR,10.0,5,c,Friday,5,n/a,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.000002,11.0,31.0,5.0,10.0,7.0,8.0,9.0,6.0,,27.0,,,36.0,35.0,26.0,25.0,,17.0,18.0,19.0,,23.0,32.0,16.0,21.0,,20.0,22.0,30.0,34.0,37.0,28.0,33.0,0.0,29.0,15.0,12.0,14.0,13.0,,,2.0,,4.0,3.0,1.0,24.0,12.0,5.0,14.0,122.0,127.0,12.0,5.0,14,122.0,127.0,8,25,14,0,25,1.0,1.0,Pass,6.5,6.0,3.5,4.5,6.0,3.0,5.5,3.333333333,3.0,3.0,5.0,2.0,LowPower,,2.0,NoCredentials,Female,WorstGrade,0.0,1.0,1.0,0.0,0.0,2.0,-,CommunalFemale,Communal,FemaleTarget,5.2,0.150793651,1.0,0.0
14,18,357,330.0,354,351,348,345,342,339,336.0,333.0,,,,,6.0,5.0,7.0,5.0,7.0,5.0,5.0,2.0,3.0,3.0,3 9 6,9.0,5.0,7.0,9.0,6.0,6,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,30?,1.0,,Pre-Nursing,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,4.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,,,3.0,4.0,1.0,1.0,1.0,,,1.0,2.0,4.0,2.0,3.0,2.0,60,3.0,4.0,7.0,7.0,4.0,2.0,,B,4.0,2.0,5.0,1,a,78.0,II-SR,20.0,6,a,Friday,5,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,120.000001,12.0,28.0,13.0,14.0,15.0,17.0,18.0,16.0,,34.0,,,36.0,35.0,6.0,,5.0,20.0,21.0,22.0,19.0,7.0,29.0,,10.0,9.0,,11.0,27.0,30.0,37.0,31.0,33.0,0.0,32.0,26.0,23.0,25.0,24.0,,2.0,,,4.0,3.0,1.0,8.0,9.0,15.0,14.0,31.0,46.0,9.0,15.0,14,31.0,46.0,8,25,14,0,25,0.20588235300000002,0.20588235300000002,Pass,6.0,6.5,4.5,4.0,5.0,2.933333333,4.5,3.166666667,3.0,4.0,2.0,3.25,HighPower,4.0,,Credentials,Female,WorstGrade,0.0,1.0,,,0.0,,,AgenticMale,Agentic,MaleTarget,7.2,-0.015873016,-1.0,0.0
16,18,357,331.0,354,351,349,346,343,340,337.0,334.0,101.5,6.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,6.0,6.0,5.0,7.0,1.0,396,8.0,4.0,6.0,4.0,6.0,6,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2,2.0,6,Studio Art/Art Administration,1.0,-2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,5,4.0,4.0,1.0,1.0,2.0,2.0,15,5.0,6.0,2.0,5.0,4.0,2.0,78,3.0,3.0,7.0,6.0,5.0,1.0,1,,,,,1,a,78.0,SR-II,20.0,6,b,Friday,5,Yes,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.000002,6.0,28.0,7.0,8.0,10.0,9.0,11.0,12.0,13.0,32.0,,,36.0,35.0,15.0,,14.0,3.0,4.0,5.0,,16.0,27.0,2.0,25.0,24.0,,26.0,29.0,30.0,37.0,34.0,31.0,0.0,33.0,20.0,17.0,19.0,18.0,,,21.0,,23.0,22.0,1.0,,9.0,15.0,14.0,31.0,46.0,9.0,15.0,14,31.0,46.0,8,25,14,0,25,0.20588235300000002,0.20588235300000002,Pass,6.0,4.0,2.0,6.5,1.0,2.4,5.0,2.666666667,4.0,4.0,6.0,1.75,LowPower,5.0,,Credentials,Female,BestGrade,1.0,0.0,1.0,0.0,1.0,3.0,+,CommunalFemale,Communal,FemaleTarget,5.6,-0.515873016,-1.0,0.0
18,18,357,331.0,354,351,349,346,343,340,337.0,334.0,A,3.0,6.0,1.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,2.0,6.0,1.0,"3, 9, 6, 9, 6, 3, 9, 63",8.0,5.0,6.0,8.0,7.0,6,1,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,12,2.0,23,Biology,0.0,2.0,1.0,0.0,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,20,5.0,4.0,1.0,1.0,1.0,2.0,14,5.0,5.0,3.0,4.0,5.0,3.0,80,5.0,3.0,7.0,7.0,6.0,1.0,4,,,,,1,a,76.0,II-SR,20.0,6,c,Friday,5,no response,102,1,1,1,1,0,0,5.0,0.5,0.0,,0,1,1,0,0,0,1,1.0,1.0,3.0,20.0,360,480.0,80.0,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,239.9999932,16.0,33.0,17.0,19.0,20.0,18.0,22.0,21.0,15.0,32.0,,,36.0,35.0,14.0,,13.0,24.0,25.0,26.0,23.0,2.0,28.0,,8.0,,7.0,9.0,27.0,34.0,37.0,29.0,30.0,0.0,31.0,6.0,3.0,5.0,4.0,10.0,,,,12.0,11.0,1.0,,9.0,15.0,14.0,31.0,46.0,9.0,15.0,14,31.0,46.0,8,25,14,0,25,0.20588235300000002,0.20588235300000002,Pass,6.0,6.5,4.5,4.0,3.5,3.0,6.5,3.333333333,5.0,4.0,5.0,2.25,HighPower,,2.0,NoCredentials,Female,BestGrade,0.0,0.0,0.0,0.0,1.0,1.0,-,AgenticFemale,Agentic,FemaleTarget,6.8,0.150793651,-1.0,1.0
